MQ7,MQ2,T,U
114.0,100.0,28.92,65.07
114.0,100.0,28.91,65.08
114.0,100.0,28.91,65.09
114.0,100.0,28.91,65.1
114.0,100.0,28.91,65.1
114.0,100.0,28.91,65.11
113.9,100.0,28.9,65.12
113.9,100.0,28.9,65.13
113.9,100.0,28.91,65.14
113.9,100.0,28.92,65.15
113.9,100.0,28.93,65.16
113.9,100.0,28.94,65.17
113.9,100.0,28.95,65.19
113.9,100.0,28.96,65.21
113.9,100.0,28.97,65.22
113.9,100.0,28.98,65.22
114.0,100.0,28.99,65.22
114.0,100.0,29.0,65.22
114.0,100.0,29.0,65.22
114.0,100.0,29.0,65.22
114.0,100.0,29.0,65.22
113.9,100.0,29.0,65.21
113.8,100.0,29.0,65.19
113.8,100.0,29.0,65.17
113.7,100.0,29.0,65.16
113.6,100.0,29.0,65.15
113.6,100.0,29.0,65.14
113.5,100.0,29.0,65.13
113.4,100.0,28.99,65.12
113.3,100.0,28.99,65.11
113.2,100.0,28.98,65.1
113.2,100.0,28.97,65.11
113.2,99.9,28.96,65.11
113.1,99.9,28.95,65.12
113.2,99.9,28.94,65.13
113.2,99.9,28.93,65.14
113.1,99.9,28.92,65.15
113.1,99.9,28.91,65.16
113.1,99.9,28.92,65.17
113.1,99.9,28.91,65.18
113.1,99.9,28.92,65.19
113.2,99.9,28.93,65.19
113.2,100.0,28.94,65.2
113.2,100.0,28.95,65.2
113.1,100.0,28.96,65.2
113.1,100.0,28.97,65.19
113.1,100.0,28.98,65.18
113.1,100.0,28.99,65.17
113.1,100.0,28.99,65.16
113.1,100.0,29.0,65.15
113.1,99.9,29.0,65.14
113.0,99.9,29.0,65.13
113.0,99.9,29.0,65.12
113.0,99.9,29.01,65.11
113.0,99.8,29.02,65.1
113.0,99.8,29.02,65.1
113.0,99.8,29.03,65.1
113.0,99.8,29.04,65.1
113.0,99.7,29.05,65.1
113.0,99.6,29.06,65.1
113.0,99.7,29.07,65.1
113.0,99.7,29.08,65.1
113.0,99.7,29.09,65.09
113.0,99.7,29.09,65.08
113.0,99.7,29.09,65.07
113.0,99.7,29.1,65.06
113.0,99.7,29.1,65.05
113.0,99.7,29.1,65.03
113.0,99.8,29.1,65.01
113.0,99.8,29.1,64.99
113.0,99.8,29.1,64.97
113.0,99.8,29.1,64.95
113.0,99.8,29.1,64.93
113.0,99.7,29.1,64.91
113.0,99.7,29.1,64.89
113.0,99.6,29.1,64.87
113.0,99.5,29.1,64.85
113.0,99.4,29.1,64.84
113.0,99.3,29.1,64.83
113.0,99.3,29.1,64.81
113.0,99.2,29.1,64.79
113.0,99.1,29.1,64.77
113.0,99.0,29.1,64.76
113.0,99.0,29.1,64.75
113.0,99.0,29.1,64.74
113.0,99.0,29.1,64.73
113.0,99.1,29.1,64.72
113.0,99.1,29.1,64.71
113.0,99.1,29.1,64.7
113.0,99.1,29.1,64.7
113.0,99.1,29.1,64.7
113.0,99.1,29.09,64.7
113.0,99.1,29.08,64.7
113.0,99.1,29.07,64.7
113.0,99.1,29.06,64.71
113.0,99.1,29.05,64.72
113.0,99.0,29.04,64.73
113.0,99.0,29.03,64.74
113.0,99.0,29.02,64.76
113.0,99.0,29.01,64.78
113.0,99.0,28.99,64.8
113.0,99.0,28.98,64.83
113.0,99.0,28.97,64.86
113.0,99.0,28.96,64.89
113.0,99.0,28.95,64.91
113.0,99.1,28.94,64.94
113.0,99.2,28.93,64.97
113.1,99.3,28.92,65.0
113.2,99.4,28.91,65.02
113.3,99.5,28.9,65.04
113.4,99.6,28.9,65.06
113.4,99.7,28.9,65.08
113.5,99.8,28.9,65.1
113.6,99.9,28.9,65.12
113.7,100.0,28.9,65.14
113.8,100.0,28.9,65.15
113.9,100.0,28.9,65.16
113.9,100.0,28.9,65.17
113.9,100.0,28.9,65.18
113.9,99.9,28.9,65.19
113.9,99.9,28.9,65.2
114.0,99.9,28.9,65.2
114.0,99.9,28.9,65.2
114.0,99.9,28.9,65.2
114.0,99.9,28.9,65.2
114.0,99.9,28.9,65.2
114.0,99.9,28.9,65.2
113.9,99.9,28.9,65.2
113.9,99.9,28.9,65.2
113.8,100.0,28.9,65.21
113.8,100.0,28.9,65.22
113.8,100.0,28.9,65.23
113.7,100.0,28.9,65.24
113.6,100.0,28.9,65.25
113.5,100.0,28.9,65.26
113.4,100.0,28.89,65.27
113.3,100.0,28.88,65.28
113.3,100.0,28.87,65.3
113.2,100.0,28.86,65.32
113.2,100.0,28.85,65.33
113.1,100.0,28.84,65.34
113.0,99.9,28.83,65.35
113.0,99.9,28.82,65.37
113.0,99.9,28.81,65.39
113.0,99.9,28.81,65.41
113.0,99.9,28.82,65.43
113.0,99.9,28.82,65.45
113.0,99.9,28.83,65.46
113.0,99.9,28.84,65.47
113.0,99.9,28.85,65.48
113.1,99.9,28.86,65.49
113.2,100.0,28.87,65.5
113.3,100.0,28.88,65.5
113.3,100.0,28.89,65.5
113.4,100.0,28.89,65.49
113.5,100.0,28.89,65.48
113.6,100.0,28.9,65.47
113.7,100.0,28.9,65.46
113.7,100.0,28.9,65.45
113.8,100.0,28.9,65.44
113.8,100.0,28.9,65.43
113.8,100.0,28.9,65.42
113.8,100.0,28.9,65.4
113.9,100.0,28.9,65.39
113.9,100.0,28.9,65.38
113.9,100.0,28.9,65.37
113.9,100.0,28.9,65.37
113.8,100.0,28.9,65.37
113.9,100.0,28.9,65.37
113.8,100.0,28.9,65.37
113.8,100.0,28.9,65.37
113.7,100.0,28.9,65.37
113.7,100.0,28.9,65.38
113.7,100.0,28.9,65.38
113.6,100.0,28.9,65.39
113.5,100.0,28.9,65.4
113.4,100.0,28.9,65.4
113.4,100.0,28.9,65.4
113.3,100.0,28.9,65.4
113.3,100.0,28.9,65.4
113.2,100.0,28.9,65.4
113.2,100.0,28.9,65.4
113.1,100.0,28.9,65.4
113.0,100.0,28.9,65.4
113.0,99.9,28.9,65.4
113.0,99.9,28.9,65.4
113.0,99.8,28.9,65.4
113.0,99.8,28.9,65.4
113.0,99.8,28.9,65.4
113.0,99.8,28.9,65.4
113.0,99.8,28.9,65.4
113.0,99.7,28.9,65.4
112.9,99.6,28.9,65.4
112.9,99.5,28.9,65.4
112.9,99.6,28.9,65.4
112.9,99.5,28.9,65.39
112.9,99.5,28.9,65.38
112.9,99.4,28.9,65.38
112.9,99.3,28.9,65.37
112.9,99.2,28.9,65.36
112.9,99.1,28.9,65.35
112.9,99.1,28.9,65.34
113.0,99.1,28.9,65.33
113.0,99.1,28.9,65.32
113.0,99.0,28.91,65.32
113.0,99.0,28.92,65.32
113.0,99.0,28.93,65.32
113.0,99.0,28.94,65.32
113.0,99.0,28.95,65.33
113.0,99.0,28.96,65.33
113.0,99.1,28.97,65.33
113.0,99.1,28.98,65.33
113.0,99.1,28.99,65.33
113.0,99.1,29.0,65.33
113.0,99.1,29.0,65.31
113.0,99.1,29.0,65.3
113.0,99.1,29.0,65.29
113.0,99.2,29.01,65.27
113.0,99.2,29.01,65.25
113.0,99.2,29.02,65.24
113.0,99.2,29.02,65.22
113.0,99.2,29.02,65.2
113.0,99.3,29.03,65.18
113.0,99.3,29.04,65.15
113.0,99.3,29.05,65.13
113.0,99.3,29.06,65.11
113.0,99.3,29.07,65.09
113.0,99.2,29.07,65.06
113.0,99.2,29.08,65.03
113.0,99.3,29.08,65.0
113.0,99.2,29.09,64.98
113.0,99.2,29.1,64.96
113.0,99.1,29.1,64.94
113.0,99.1,29.1,64.93
113.0,99.1,29.1,64.92
113.0,99.1,29.1,64.9
113.0,99.1,29.1,64.88
113.0,99.1,29.1,64.87
113.0,99.1,29.1,64.86
113.0,99.0,29.1,64.85
113.0,99.1,29.1,64.84
113.0,99.1,29.1,64.83
113.0,99.2,29.1,64.82
113.0,99.2,29.1,64.81
113.0,99.2,29.09,64.8
113.0,99.2,29.08,64.8
113.0,99.2,29.07,64.8
113.0,99.2,29.06,64.8
113.0,99.2,29.05,64.8
113.0,99.2,29.04,64.81
112.9,99.1,29.03,64.82
112.9,99.1,29.02,64.84
112.9,99.0,29.01,64.86
112.8,99.0,29.0,64.88
112.8,99.0,29.0,64.9
112.7,99.0,29.0,64.92
112.7,99.0,29.0,64.94
112.7,99.0,29.0,64.96
112.6,99.0,29.0,64.98
112.6,99.0,29.0,64.99
112.7,99.0,29.0,65.0
112.7,99.0,29.0,65.0
112.7,99.0,29.0,65.0
112.8,99.0,29.0,65.0
112.8,99.0,29.0,65.0
112.9,99.0,29.0,65.0
112.9,99.0,29.0,65.0
112.9,99.0,29.0,65.0
113.0,99.0,29.0,64.99
113.0,99.0,29.0,64.98
112.9,99.0,29.0,64.97
112.9,99.1,29.0,64.96
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.95
112.9,99.1,29.0,64.96
112.9,99.1,29.0,64.97
113.0,99.1,29.0,64.98
112.9,99.0,29.0,64.99
112.9,99.0,29.01,65.0
112.9,99.0,29.02,65.0
112.9,99.0,29.02,65.0
112.9,99.0,29.02,65.0
112.9,99.0,29.03,65.0
112.9,99.0,29.04,64.99
112.9,99.0,29.05,64.98
112.9,99.0,29.06,64.97
112.9,99.0,29.07,64.96
113.0,99.0,29.08,64.95
113.0,99.0,29.08,64.94
113.0,99.0,29.08,64.93
113.0,99.1,29.09,64.92
113.0,99.1,29.1,64.91
113.0,99.1,29.1,64.9
113.0,99.2,29.1,64.9
113.0,99.2,29.1,64.9
113.0,99.3,29.1,64.9
113.0,99.4,29.1,64.9
113.0,99.4,29.09,64.9
113.0,99.5,29.09,64.9
113.0,99.6,29.09,64.9
113.0,99.5,29.09,64.9
113.0,99.6,29.09,64.9
113.0,99.7,29.09,64.9
113.0,99.6,29.09,64.9
113.0,99.7,29.09,64.9
113.0,99.6,29.09,64.89
113.0,99.6,29.09,64.88
113.0,99.7,29.1,64.87
113.0,99.6,29.1,64.86
113.0,99.6,29.1,64.84
113.0,99.7,29.1,64.82
113.0,99.7,29.1,64.8
113.0,99.7,29.1,64.78
113.0,99.8,29.1,64.76
113.0,99.8,29.1,64.74
113.0,99.9,29.1,64.73
113.0,99.9,29.1,64.72
113.0,99.9,29.1,64.71
113.0,100.0,29.1,64.7
113.0,100.0,29.1,64.7
113.0,100.0,29.11,64.69
113.0,100.0,29.11,64.68
113.0,100.0,29.11,64.67
113.0,100.0,29.11,64.66
113.0,100.0,29.11,64.64
113.0,100.0,29.11,64.62
113.0,100.0,29.11,64.6
113.1,100.0,29.11,64.58
113.1,100.0,29.11,64.56
113.2,100.0,29.11,64.54
113.3,100.0,29.1,64.54
113.4,100.0,29.1,64.54
113.5,100.0,29.1,64.54
113.5,100.0,29.1,64.54
113.6,100.0,29.1,64.55
113.7,100.0,29.1,64.56
113.8,100.0,29.1,64.57
113.8,100.0,29.1,64.58
113.9,100.0,29.1,64.59
113.8,100.0,29.1,64.6
113.7,100.0,29.1,64.6
113.7,100.0,29.1,64.6
113.6,100.0,29.1,64.6
113.6,100.0,29.1,64.61
113.5,100.0,29.1,64.62
113.4,100.0,29.1,64.63
113.3,100.0,29.1,64.64
113.2,100.0,29.1,64.65
113.1,100.0,29.1,64.66
113.1,100.0,29.1,64.67
113.1,100.0,29.1,64.68
113.0,100.0,29.1,64.69
113.0,100.0,29.1,64.69
113.0,100.0,29.1,64.68
113.0,100.0,29.09,64.67
113.0,100.0,29.09,64.66
113.0,100.0,29.08,64.65
113.0,100.0,29.08,64.64
113.0,100.0,29.07,64.63
113.0,100.0,29.06,64.63
113.0,100.0,29.06,64.63
113.0,100.0,29.05,64.63
113.0,100.0,29.04,64.64
113.0,100.0,29.03,64.65
113.0,100.0,29.03,64.66
113.1,100.0,29.03,64.67
113.1,100.0,29.04,64.67
113.1,100.0,29.04,64.67
113.1,100.0,29.05,64.67
113.1,100.0,29.06,64.66
113.1,100.0,29.06,64.65
113.1,100.0,29.07,64.65
113.1,100.0,29.08,64.65
113.1,100.0,29.09,64.65
113.2,100.0,29.1,64.65
113.1,100.0,29.1,64.65
113.2,100.0,29.1,64.66
113.3,100.0,29.1,64.67
113.3,100.0,29.1,64.68
113.4,100.0,29.1,64.68
113.5,100.0,29.11,64.68
113.6,100.0,29.11,64.67
113.6,100.0,29.11,64.66
113.7,100.0,29.11,64.65
113.7,100.0,29.12,64.64
113.7,100.0,29.13,64.62
113.7,100.0,29.14,64.61
113.7,100.0,29.15,64.59
113.8,100.0,29.16,64.58
113.8,100.0,29.17,64.57
113.8,100.0,29.17,64.56
113.8,100.0,29.18,64.55
113.9,100.0,29.19,64.54
113.9,100.0,29.2,64.53
113.9,100.0,29.2,64.52
114.0,100.0,29.2,64.52
114.0,100.0,29.2,64.51
114.0,100.0,29.21,64.5
114.0,100.0,29.22,64.48
114.0,100.1,29.22,64.47
114.0,100.1,29.22,64.46
114.0,100.1,29.23,64.44
114.0,100.1,29.23,64.42
114.0,100.1,29.24,64.4
114.0,100.1,29.24,64.38
114.0,100.1,29.24,64.36
114.0,100.1,29.25,64.34
114.0,100.1,29.24,64.32
114.0,100.1,29.24,64.3
114.0,100.0,29.25,64.28
114.0,100.0,29.26,64.26
114.0,100.0,29.26,64.25
114.0,100.1,29.27,64.24
114.0,100.2,29.27,64.23
114.0,100.2,29.28,64.22
114.0,100.2,29.29,64.21
114.0,100.2,29.29,64.19
114.0,100.2,29.3,64.18
114.0,100.2,29.3,64.17
114.0,100.2,29.3,64.16
114.0,100.2,29.3,64.15
114.0,100.2,29.29,64.14
113.9,100.1,29.29,64.13
113.8,100.0,29.28,64.12
113.7,100.0,29.28,64.11
113.6,100.0,29.27,64.1
113.5,100.0,29.26,64.09
113.4,100.0,29.25,64.08
113.3,100.0,29.24,64.07
113.2,100.0,29.23,64.06
113.1,100.0,29.22,64.05
113.0,100.0,29.22,64.05
113.0,100.0,29.21,64.05
113.0,100.0,29.21,64.05
113.0,100.0,29.19,64.05
113.0,100.0,29.18,64.06
113.0,100.0,29.17,64.08
113.0,100.0,29.16,64.1
113.0,100.0,29.15,64.12
113.0,100.0,29.14,64.14
113.0,100.0,29.13,64.16
113.0,100.0,29.11,64.17
113.0,100.0,29.09,64.19
113.0,100.0,29.07,64.21
113.0,100.0,29.06,64.24
113.0,100.0,29.05,64.26
113.0,100.0,29.04,64.28
113.0,100.0,29.03,64.31
113.0,100.0,29.02,64.34
113.0,100.0,29.01,64.37
113.0,100.0,29.0,64.41
113.0,100.0,28.99,64.45
113.0,100.0,28.99,64.48
113.0,100.0,28.99,64.52
113.0,100.0,28.99,64.55
113.0,100.0,28.99,64.59
113.1,100.0,28.98,64.62
113.1,100.0,28.98,64.65
113.2,100.0,28.97,64.68
113.3,100.0,28.96,64.71
113.4,100.0,28.95,64.73
113.4,100.0,28.95,64.75
113.5,100.0,28.94,64.77
113.5,100.0,28.93,64.78
113.6,100.0,28.92,64.8
113.6,100.0,28.91,64.81
113.5,100.0,28.92,64.83
113.5,100.0,28.91,64.84
113.4,100.0,28.92,64.85
113.4,100.0,28.92,64.86
113.3,100.0,28.93,64.87
113.4,100.0,28.94,64.88
113.4,100.0,28.95,64.89
113.4,100.0,28.96,64.9
113.4,100.0,28.97,64.89
113.4,100.0,28.98,64.88
113.5,100.0,28.98,64.87
113.6,100.0,28.99,64.86
113.6,100.0,28.99,64.85
113.6,100.0,29.0,64.84
113.7,100.0,29.0,64.83
113.6,100.0,29.0,64.82
113.6,100.0,29.0,64.81
113.6,100.0,29.0,64.8
113.6,100.0,29.0,64.8
113.7,100.0,29.0,64.8
113.6,100.0,29.0,64.8
113.5,100.0,29.0,64.8
113.6,100.0,29.0,64.8
113.6,100.0,29.0,64.8
113.6,100.0,29.0,64.8
113.7,100.0,29.0,64.8
113.7,100.0,29.0,64.8
113.8,100.0,29.0,64.8
113.8,100.0,29.0,64.8
113.8,100.0,29.0,64.8
113.9,100.0,29.0,64.81
114.0,100.1,29.0,64.82
114.0,100.2,29.0,64.83
114.0,100.2,29.0,64.84
114.0,100.2,29.0,64.85
114.0,100.2,29.0,64.86
114.0,100.2,29.0,64.87
114.0,100.2,29.0,64.88
114.0,100.3,29.0,64.89
114.0,100.3,29.0,64.9
113.9,100.3,29.0,64.9
113.8,100.2,29.0,64.9
113.7,100.1,29.0,64.9
113.7,100.1,29.0,64.9
113.6,100.1,29.0,64.9
113.6,100.1,29.0,64.9
113.6,100.1,29.0,64.9
113.5,100.1,29.0,64.9
113.4,100.0,29.0,64.9
113.3,100.0,29.0,64.9
113.4,100.0,29.0,64.9
113.5,100.0,29.0,64.9
113.6,100.1,28.99,64.9
113.5,100.1,28.98,64.9
113.5,100.1,28.98,64.9
113.4,100.1,28.97,64.9
113.3,100.1,28.97,64.9
113.3,100.1,28.96,64.9
113.3,100.1,28.95,64.9
113.3,100.1,28.94,64.9
113.3,100.1,28.94,64.9
113.2,100.1,28.94,64.91
113.1,100.0,28.95,64.92
113.2,100.0,28.96,64.92
113.2,100.0,28.96,64.92
113.1,99.9,28.97,64.92
112.9,99.7,28.97,64.92
112.7,99.5,28.98,64.92
112.4,99.3,28.99,64.92
112.1,99.0,29.0,64.92
111.7,98.7,28.99,64.91
111.4,98.5,28.99,64.89
111.0,98.2,28.98,64.87
110.6,98.0,28.97,64.86
110.3,97.8,28.96,64.85
110.1,97.7,28.95,64.84
110.1,97.7,28.94,64.83
110.1,97.7,28.93,64.82
110.1,97.7,28.92,64.81
110.1,97.8,28.9,64.8
110.1,97.9,28.9,64.8
110.2,97.9,28.88,64.81
110.4,98.0,28.87,64.82
110.5,98.0,28.86,64.84
110.5,98.0,28.85,64.86
110.6,98.0,28.84,64.88
110.5,98.0,28.83,64.91
110.4,98.0,28.82,64.94
110.5,98.0,28.81,64.98
110.6,98.0,28.81,65.02
110.7,98.0,28.8,65.06
110.7,98.0,28.8,65.1
110.7,98.0,28.8,65.14
110.7,98.0,28.8,65.17
110.8,98.0,28.8,65.21
110.8,98.1,28.8,65.25
110.9,98.2,28.8,65.28
111.0,98.3,28.8,65.31
111.0,98.4,28.8,65.33
111.1,98.5,28.8,65.35
111.3,98.7,28.8,65.37
111.5,98.9,28.8,65.38
111.6,99.0,28.8,65.39
111.7,99.1,28.8,65.4
111.8,99.2,28.8,65.4
111.9,99.2,28.8,65.4
112.0,99.2,28.8,65.4
112.2,99.3,28.81,65.39
112.4,99.3,28.82,65.38
112.4,99.3,28.83,65.37
112.3,99.2,28.84,65.36
112.2,99.1,28.85,65.35
112.2,99.1,28.86,65.33
112.2,99.1,28.87,65.31
112.2,99.1,28.88,65.29
112.2,99.1,28.89,65.27
112.2,99.1,28.9,65.25
112.1,99.0,28.9,65.24
112.0,99.0,28.9,65.22
112.0,98.9,28.9,65.2
112.0,98.9,28.9,65.18
112.0,98.9,28.9,65.16
112.0,98.9,28.9,65.15
112.0,98.9,28.9,65.14
112.0,98.9,28.9,65.13
112.0,98.9,28.9,65.11
112.0,98.9,28.9,65.09
112.0,98.9,28.9,65.07
112.0,98.9,28.9,65.06
112.0,99.0,28.9,65.05
112.0,99.0,28.9,65.04
112.0,99.0,28.9,65.03
112.0,99.0,28.9,65.02
112.0,99.0,28.9,65.01
112.0,99.0,28.9,65.0
112.0,98.9,28.9,65.0
112.0,98.9,28.9,65.0
112.0,98.8,28.9,65.0
112.0,98.7,28.9,65.0
112.0,98.7,28.9,65.0
111.9,98.6,28.9,65.0
111.8,98.5,28.9,65.0
111.8,98.5,28.89,65.0
111.8,98.5,28.89,65.0
111.8,98.5,28.88,65.01
111.8,98.6,28.87,65.02
111.8,98.6,28.86,65.03
111.8,98.7,28.85,65.04
111.8,98.8,28.84,65.06
111.7,98.7,28.83,65.08
111.8,98.8,28.82,65.1
111.9,98.9,28.82,65.12
111.9,98.8,28.83,65.15
111.8,98.7,28.83,65.18
111.8,98.7,28.84,65.2
111.8,98.7,28.85,65.22
111.8,98.7,28.86,65.24
111.8,98.7,28.87,65.26
111.8,98.7,28.88,65.26
111.9,98.8,28.89,65.26
111.9,98.8,28.9,65.26
112.0,98.9,28.91,65.26
112.0,99.0,28.92,65.25
112.1,99.1,28.92,65.23
112.1,99.1,28.92,65.21
112.2,99.2,28.93,65.19
112.5,99.4,28.94,65.17
112.8,99.7,28.94,65.15
113.2,100.0,28.95,65.14
113.6,100.3,28.96,65.13
114.0,100.6,28.97,65.12
114.3,100.8,28.97,65.11
114.8,101.1,28.97,65.09
115.3,101.4,28.98,65.08
115.8,101.7,28.99,65.07
116.2,101.9,28.99,65.05
116.4,102.0,28.99,65.03
116.6,102.1,29.0,65.01
116.7,102.1,29.0,64.99
116.8,102.1,29.0,64.97
116.9,102.2,29.0,64.95
117.0,102.2,29.0,64.93
117.0,102.2,29.0,64.92
117.0,102.2,29.0,64.9
117.0,102.2,29.0,64.88
117.0,102.2,29.0,64.87
117.0,102.2,29.0,64.86
117.0,102.1,29.0,64.85
117.1,102.2,29.0,64.84
117.2,102.3,29.0,64.83
117.2,102.3,29.0,64.82
117.2,102.4,29.0,64.81
117.3,102.5,29.0,64.8
117.5,102.7,28.99,64.8
117.8,103.0,28.98,64.8
118.0,103.2,28.97,64.8
118.2,103.4,28.96,64.8
118.4,103.6,28.95,64.8
118.5,103.8,28.94,64.81
118.7,104.0,28.93,64.82
119.1,104.3,28.91,64.83
119.5,104.6,28.89,64.84
119.8,105.0,28.87,64.86
120.1,105.3,28.86,64.88
120.2,105.5,28.85,64.9
120.4,105.8,28.84,64.92
120.6,106.1,28.83,64.94
120.8,106.3,28.82,64.97
121.0,106.5,28.8,64.99
121.2,106.8,28.79,65.01
121.3,106.9,28.79,65.04
121.3,107.0,28.78,65.07
121.4,107.0,28.78,65.09
121.4,107.1,28.77,65.11
121.7,107.4,28.76,65.13
121.9,107.6,28.75,65.16
122.1,107.8,28.74,65.19
122.6,108.4,28.73,65.21
123.3,109.0,28.73,65.24
124.1,109.9,28.72,65.27
125.1,111.0,28.71,65.29
125.9,111.8,28.71,65.32
126.6,112.5,28.7,65.35
127.2,113.1,28.7,65.38
127.4,113.3,28.7,65.42
127.8,113.7,28.7,65.45
128.2,114.1,28.7,65.48
128.4,114.3,28.7,65.51
128.2,114.2,28.71,65.53
127.6,113.5,28.72,65.55
126.6,112.5,28.73,65.57
126.1,112.0,28.74,65.57
125.6,111.6,28.75,65.57
125.2,111.2,28.76,65.57
125.1,111.1,28.77,65.56
125.0,110.9,28.78,65.54
124.9,110.8,28.8,65.52
124.7,110.6,28.82,65.5
124.6,110.5,28.83,65.48
124.7,110.6,28.84,65.45
125.1,111.0,28.85,65.42
125.3,111.2,28.86,65.4
125.5,111.4,28.87,65.38
125.7,111.6,28.88,65.36
125.7,111.6,28.89,65.33
125.4,111.5,28.9,65.31
125.2,111.3,28.9,65.29
125.0,111.1,28.9,65.27
124.8,110.9,28.9,65.25
124.6,110.7,28.9,65.23
124.4,110.5,28.9,65.21
124.2,110.3,28.9,65.19
123.9,110.0,28.9,65.16
123.6,109.6,28.91,65.13
123.3,109.3,28.92,65.11
123.2,109.1,28.93,65.09
123.0,108.9,28.93,65.07
122.8,108.7,28.94,65.05
122.7,108.5,28.94,65.02
122.6,108.3,28.95,65.0
122.3,108.0,28.95,64.98
122.1,107.7,28.96,64.96
121.9,107.5,28.96,64.96
121.8,107.4,28.95,64.95
121.8,107.4,28.94,64.94
121.8,107.4,28.93,64.93
121.8,107.4,28.93,64.92
121.9,107.4,28.92,64.92
121.9,107.5,28.92,64.92
122.0,107.7,28.91,64.92
122.2,107.9,28.91,64.92
122.3,108.1,28.9,64.92
122.5,108.3,28.9,64.92
122.6,108.4,28.9,64.93
122.7,108.5,28.9,64.94
122.8,108.5,28.9,64.95
122.9,108.6,28.9,64.96
122.9,108.7,28.9,64.96
123.1,108.8,28.89,64.97
123.2,108.8,28.88,64.98
123.2,108.8,28.87,64.99
123.2,108.8,28.86,65.0
123.1,108.7,28.85,65.0
123.0,108.7,28.84,65.0
123.0,108.7,28.83,65.01
123.0,108.7,28.82,65.02
123.0,108.7,28.81,65.03
123.0,108.7,28.8,65.04
122.9,108.6,28.8,65.05
122.7,108.5,28.8,65.06
122.6,108.4,28.79,65.07
122.5,108.3,28.79,65.08
122.5,108.3,28.78,65.09
122.5,108.2,28.77,65.1
122.4,108.0,28.77,65.11
122.2,107.9,28.76,65.12
122.1,107.8,28.75,65.13
121.9,107.6,28.74,65.14
121.8,107.5,28.73,65.15
121.8,107.4,28.72,65.16
121.7,107.3,28.72,65.17
121.7,107.2,28.71,65.18
121.7,107.1,28.71,65.2
121.6,107.1,28.71,65.22
121.6,107.2,28.7,65.23
121.7,107.3,28.71,65.24
121.8,107.3,28.71,65.25
122.0,107.5,28.71,65.26
122.1,107.7,28.72,65.27
122.2,107.9,28.72,65.28
122.4,108.1,28.73,65.29
122.5,108.3,28.73,65.3
122.6,108.5,28.73,65.3
122.8,108.7,28.73,65.3
122.9,108.7,28.73,65.3
123.0,108.8,28.73,65.31
123.0,108.9,28.74,65.32
123.0,108.9,28.75,65.33
123.0,108.9,28.75,65.34
123.0,108.9,28.76,65.35
123.1,108.9,28.76,65.35
123.1,108.9,28.77,65.35
123.1,108.9,28.78,65.35
123.1,108.9,28.79,65.35
123.0,108.9,28.81,65.35
123.0,108.9,28.82,65.34
123.0,108.9,28.82,65.33
123.1,109.0,28.83,65.32
123.2,109.1,28.83,65.3
123.3,109.2,28.84,65.28
123.4,109.4,28.85,65.27
123.5,109.5,28.86,65.26
123.6,109.6,28.87,65.25
123.6,109.7,28.88,65.24
123.7,109.8,28.88,65.23
123.6,109.7,28.88,65.22
123.6,109.7,28.89,65.21
123.6,109.6,28.89,65.2
123.5,109.5,28.9,65.2
123.4,109.4,28.9,65.2
123.3,109.3,28.9,65.2
123.4,109.3,28.9,65.2
123.4,109.3,28.9,65.2
123.6,109.3,28.9,65.19
123.8,109.5,28.9,65.18
124.0,109.7,28.9,65.17
124.1,109.8,28.9,65.16
124.1,109.9,28.9,65.15
124.2,110.0,28.9,65.14
124.3,110.1,28.9,65.12
124.3,110.1,28.91,65.1
123.9,109.7,28.91,65.08
123.6,109.4,28.92,65.06
123.3,109.2,28.93,65.05
122.9,108.8,28.94,65.03
122.7,108.6,28.95,65.01
122.5,108.4,28.96,64.99
122.3,108.1,28.97,64.97
122.1,107.8,28.98,64.95
121.9,107.5,28.99,64.94
121.6,107.2,28.99,64.93
121.7,107.4,29.0,64.91
121.9,107.6,29.0,64.89
121.9,107.6,29.0,64.87
122.0,107.7,29.0,64.86
122.1,107.8,29.0,64.85
122.2,107.8,29.0,64.83
122.3,107.9,29.0,64.81
122.4,108.0,29.0,64.79
122.5,108.1,28.99,64.77
122.7,108.3,28.98,64.75
122.8,108.4,28.98,64.75
122.8,108.4,28.97,64.75
122.9,108.5,28.96,64.75
123.1,108.6,28.95,64.75
123.2,108.7,28.94,64.75
123.2,108.8,28.93,64.76
123.3,108.9,28.92,64.77
123.4,109.1,28.91,64.78
123.5,109.3,28.91,64.79
123.5,109.3,28.91,64.8
123.5,109.3,28.9,64.8
123.5,109.2,28.9,64.8
123.5,109.2,28.9,64.8
123.4,109.2,28.9,64.8
123.3,109.1,28.9,64.8
123.3,109.1,28.9,64.8
123.2,109.1,28.9,64.8
123.1,109.0,28.89,64.8
123.0,108.9,28.88,64.81
123.0,108.8,28.87,64.82
123.0,108.8,28.86,64.83
123.0,108.9,28.85,64.85
123.0,108.9,28.84,64.88
123.0,108.9,28.83,64.91
123.1,109.0,28.82,64.95
123.2,109.1,28.81,64.99
123.2,109.1,28.8,65.04
123.2,109.1,28.8,65.09
123.2,109.1,28.8,65.13
123.2,109.2,28.8,65.17
123.2,109.2,28.8,65.21
123.2,109.2,28.8,65.24
123.2,109.2,28.8,65.26
